source,source_job_id,title,field,predicted,correct
adzuna,5817429308,Data Analyst Trainee,years_experience,,N/A
reed,57165187,Data Analyst,sql,False,N/A
reed,57165187,Data Analyst,python,False,N/A
reed,57165187,Data Analyst,excel,False,N/A
reed,57165187,Data Analyst,tableau,False,N/A
reed,57165187,Data Analyst,power_bi,False,N/A
reed,57165187,Data Analyst,degree,none,N/A
reed,57165187,Data Analyst,years_experience,,N/A
adzuna,5809724157,Senior Data Analyst,sql,False,N/A
adzuna,5809724157,Senior Data Analyst,python,False,N/A
adzuna,5809724157,Senior Data Analyst,excel,False,N/A
adzuna,5809724157,Senior Data Analyst,tableau,False,N/A
adzuna,5809724157,Senior Data Analyst,power_bi,False,N/A
adzuna,5809724157,Senior Data Analyst,degree,none,N/A
adzuna,5809724157,Senior Data Analyst,years_experience,,N/A
adzuna,5741144130,Data Analyst,sql,False,N/A
adzuna,5741144130,Data Analyst,python,False,N/A
adzuna,5741144130,Data Analyst,excel,False,N/A
adzuna,5741144130,Data Analyst,tableau,False,N/A
adzuna,5741144130,Data Analyst,power_bi,False,N/A
adzuna,5741144130,Data Analyst,degree,none,N/A
adzuna,5741144130,Data Analyst,years_experience,,N/A
adzuna,5786752438,Data Analyst,sql,False,N/A
adzuna,5786752438,Data Analyst,python,False,N/A
adzuna,5786752438,Data Analyst,excel,False,N/A
adzuna,5786752438,Data Analyst,tableau,False,N/A
adzuna,5786752438,Data Analyst,power_bi,False,N/A
adzuna,5786752438,Data Analyst,degree,none,N/A
adzuna,5786752438,Data Analyst,years_experience,,N/A
adzuna,5790938367,Data Analyst Trainee,sql,False,N/A
adzuna,5790938367,Data Analyst Trainee,python,False,N/A
adzuna,5790938367,Data Analyst Trainee,excel,False,N/A
adzuna,5790938367,Data Analyst Trainee,tableau,False,N/A
adzuna,5790938367,Data Analyst Trainee,power_bi,False,N/A
adzuna,5790938367,Data Analyst Trainee,degree,none,N/A
adzuna,5790938367,Data Analyst Trainee,years_experience,,N/A
reed,57161517,Trainee Data Analyst,sql,False,N/A
reed,57161517,Trainee Data Analyst,python,False,N/A
reed,57161517,Trainee Data Analyst,excel,False,N/A
reed,57161517,Trainee Data Analyst,tableau,False,N/A
reed,57161517,Trainee Data Analyst,power_bi,False,N/A
reed,57161517,Trainee Data Analyst,degree,none,N/A
reed,57161517,Trainee Data Analyst,years_experience,,N/A
adzuna,5818225172,Data Analyst Trainee,sql,False,N/A
adzuna,5818225172,Data Analyst Trainee,python,False,N/A
adzuna,5818225172,Data Analyst Trainee,excel,False,N/A
adzuna,5818225172,Data Analyst Trainee,tableau,False,N/A
adzuna,5818225172,Data Analyst Trainee,power_bi,False,N/A
adzuna,5818225172,Data Analyst Trainee,degree,none,N/A
adzuna,5818225172,Data Analyst Trainee,years_experience,,N/A
adzuna,5781531084,Data Analyst,sql,False,N/A
adzuna,5781531084,Data Analyst,python,False,N/A
adzuna,5781531084,Data Analyst,excel,False,N/A
adzuna,5781531084,Data Analyst,tableau,False,N/A
adzuna,5781531084,Data Analyst,power_bi,False,N/A
adzuna,5781531084,Data Analyst,degree,none,N/A
adzuna,5781531084,Data Analyst,years_experience,,N/A
adzuna,5804800128,Financial Data Analyst,sql,False,N/A
adzuna,5804800128,Financial Data Analyst,python,False,N/A
adzuna,5804800128,Financial Data Analyst,excel,False,N/A
adzuna,5804800128,Financial Data Analyst,tableau,False,N/A
adzuna,5804800128,Financial Data Analyst,power_bi,True,Y
adzuna,5804800128,Financial Data Analyst,degree,none,N/A
adzuna,5804800128,Financial Data Analyst,years_experience,,N/A
reed,57147509,Data Analyst Trainee,sql,False,N/A
reed,57147509,Data Analyst Trainee,python,False,N/A
reed,57147509,Data Analyst Trainee,excel,False,N/A
reed,57147509,Data Analyst Trainee,tableau,False,N/A
reed,57147509,Data Analyst Trainee,power_bi,False,N/A
reed,57147509,Data Analyst Trainee,degree,none,N/A
reed,57147509,Data Analyst Trainee,years_experience,,N/A
adzuna,5790938419,Data Analyst Trainee,sql,False,N/A
adzuna,5790938419,Data Analyst Trainee,python,False,N/A
adzuna,5790938419,Data Analyst Trainee,excel,False,N/A
adzuna,5790938419,Data Analyst Trainee,tableau,False,N/A
adzuna,5790938419,Data Analyst Trainee,power_bi,False,N/A
adzuna,5790938419,Data Analyst Trainee,degree,none,N/A
adzuna,5790938419,Data Analyst Trainee,years_experience,,N/A
reed,56870728,Data Analyst,sql,False,N/A
reed,56870728,Data Analyst,python,False,N/A
reed,56870728,Data Analyst,excel,False,N/A
reed,56870728,Data Analyst,tableau,False,N/A
reed,56870728,Data Analyst,power_bi,True,Y
reed,56870728,Data Analyst,degree,none,N/A
reed,56870728,Data Analyst,years_experience,,N/A
reed,57169827,Business Analyst,sql,False,N/A
reed,57169827,Business Analyst,python,False,N/A
reed,57169827,Business Analyst,excel,False,N/A
reed,57169827,Business Analyst,tableau,False,N/A
reed,57169827,Business Analyst,power_bi,False,N/A
reed,57169827,Business Analyst,degree,none,N/A
reed,57169827,Business Analyst,years_experience,,N/A
